NODE_8_length_234747_cov_108.693151_N12	82934	83060	+
NODE_8_length_234747_cov_108.693151_N13	85546	86286	+
NODE_8_length_234747_cov_108.693151_N14	99540	99603	+
NODE_8_length_234747_cov_108.693151_N15	101619	101694	+
NODE_8_length_234747_cov_108.693151_N16	114243	115619	+
NODE_8_length_234747_cov_108.693151_N17	118397	118458	+
NODE_8_length_234747_cov_108.693151_N18	123007	123074	+
NODE_8_length_234747_cov_108.693151_N19	124562	124630	+
NODE_8_length_234747_cov_108.693151_N20	125811	125875	+
NODE_8_length_234747_cov_108.693151_N21	131317	131588	+
NODE_8_length_234747_cov_108.693151_N22	133963	135630	+
NODE_8_length_234747_cov_108.693151_N23	136962	137472	+
NODE_8_length_234747_cov_108.693151_N24	140829	140946	+
NODE_8_length_234747_cov_108.693151_N25	143542	143607	+
NODE_8_length_234747_cov_108.693151_N26	144903	144947	+
NODE_8_length_234747_cov_108.693151_N27	152433	152460	+
NODE_8_length_234747_cov_108.693151_N28	154332	154386	+
NODE_8_length_234747_cov_108.693151_N29	156322	157060	+
NODE_8_length_234747_cov_108.693151_N30	160432	160551	+
NODE_8_length_234747_cov_108.693151_N31	166106	166187	+
NODE_8_length_234747_cov_108.693151_N32	179970	180041	+
NODE_8_length_234747_cov_108.693151_N33	192635	195237	+
NODE_8_length_234747_cov_108.693151_N34	197116	197265	+
NODE_8_length_234747_cov_108.693151_N35	201728	201787	+
NODE_8_length_234747_cov_108.693151_N36	205401	205483	+
NODE_8_length_234747_cov_108.693151_N37	207827	210581	+
NODE_8_length_234747_cov_108.693151_N38	218081	218271	+
NODE_8_length_234747_cov_108.693151_N39	223919	223951	+
NODE_8_length_234747_cov_108.693151_N40	232396	234747	+
NODE_22_length_119965_cov_117.333125_N1	1	25	+
NODE_22_length_119965_cov_117.333125_N2	4298	5317	+
NODE_22_length_119965_cov_117.333125_N3	8500	8576	+
NODE_22_length_119965_cov_117.333125_N4	10273	10953	+
NODE_22_length_119965_cov_117.333125_N5	13356	13415	+
NODE_22_length_119965_cov_117.333125_N6	16896	16960	+
NODE_22_length_119965_cov_117.333125_N7	20941	21004	+
NODE_22_length_119965_cov_117.333125_N8	25211	25274	+
NODE_22_length_119965_cov_117.333125_N9	27421	27480	+
NODE_22_length_119965_cov_117.333125_N10	38287	41983	+
NODE_22_length_119965_cov_117.333125_N11	47106	47134	+
NODE_22_length_119965_cov_117.333125_N12	51924	51985	+
NODE_22_length_119965_cov_117.333125_N13	54151	54212	+
NODE_22_length_119965_cov_117.333125_N14	55646	57414	+
NODE_22_length_119965_cov_117.333125_N15	60420	60481	+
NODE_22_length_119965_cov_117.333125_N16	63942	64014	+
NODE_22_length_119965_cov_117.333125_N17	67974	68359	+
NODE_22_length_119965_cov_117.333125_N18	75058	119965	+
NODE_19_length_133105_cov_113.178263_N1	1	31880	+
NODE_19_length_133105_cov_113.178263_N2	48138	49736	+
NODE_19_length_133105_cov_113.178263_N3	51755	53191	+
NODE_19_length_133105_cov_113.178263_N4	57800	57860	+
NODE_19_length_133105_cov_113.178263_N5	64383	64454	+
NODE_19_length_133105_cov_113.178263_N6	67647	67714	+
NODE_19_length_133105_cov_113.178263_N7	76714	76780	+
NODE_19_length_133105_cov_113.178263_N8	80952	80995	+
NODE_19_length_133105_cov_113.178263_N9	82325	82372	+
NODE_19_length_133105_cov_113.178263_N10	93582	93645	+
NODE_19_length_133105_cov_113.178263_N11	98020	98089	+
NODE_19_length_133105_cov_113.178263_N12	104245	104309	+
NODE_19_length_133105_cov_113.178263_N13	111925	112099	+
NODE_19_length_133105_cov_113.178263_N14	113246	113326	+
NODE_19_length_133105_cov_113.178263_N15	116710	117121	+
NODE_19_length_133105_cov_113.178263_N16	122096	122162	+
NODE_19_length_133105_cov_113.178263_N17	127109	127171	+
NODE_19_length_133105_cov_113.178263_N18	132506	133105	+
NODE_7_length_235505_cov_98.971705_N1	9170	9232	+
NODE_7_length_235505_cov_98.971705_N2	12733	12897	+
NODE_7_length_235505_cov_98.971705_N3	18033	18103	+
NODE_7_length_235505_cov_98.971705_N4	29447	29566	+
NODE_7_length_235505_cov_98.971705_N5	33093	33146	+
NODE_7_length_235505_cov_98.971705_N6	35258	35839	+
NODE_7_length_235505_cov_98.971705_N7	37922	38014	+
NODE_7_length_235505_cov_98.971705_N8	46738	46805	+
NODE_7_length_235505_cov_98.971705_N9	48322	48433	+
NODE_7_length_235505_cov_98.971705_N10	55554	56014	+
NODE_7_length_235505_cov_98.971705_N11	63749	64855	+
NODE_7_length_235505_cov_98.971705_N12	68496	68559	+
NODE_7_length_235505_cov_98.971705_N13	71454	71526	+
NODE_7_length_235505_cov_98.971705_N14	78218	79629	+
NODE_7_length_235505_cov_98.971705_N15	83682	83751	+
NODE_7_length_235505_cov_98.971705_N16	87762	87914	+
NODE_7_length_235505_cov_98.971705_N17	94405	95196	+
NODE_7_length_235505_cov_98.971705_N18	99376	99443	+
NODE_7_length_235505_cov_98.971705_N19	104559	106418	+
NODE_7_length_235505_cov_98.971705_N20	110575	112104	+
NODE_7_length_235505_cov_98.971705_N21	116120	117746	+
NODE_7_length_235505_cov_98.971705_N22	119034	119782	+
NODE_7_length_235505_cov_98.971705_N23	121181	123511	+
NODE_7_length_235505_cov_98.971705_N24	125810	126385	+
NODE_7_length_235505_cov_98.971705_N25	129900	129957	+
NODE_7_length_235505_cov_98.971705_N26	136765	136812	+
NODE_7_length_235505_cov_98.971705_N27	146829	146959	+
NODE_7_length_235505_cov_98.971705_N28	153548	153598	+
NODE_7_length_235505_cov_98.971705_N29	154813	154862	+
NODE_7_length_235505_cov_98.971705_N30	157801	157961	+
NODE_7_length_235505_cov_98.971705_N31	161892	161920	+
NODE_7_length_235505_cov_98.971705_N32	163977	164807	+
NODE_7_length_235505_cov_98.971705_N33	168968	169856	+
NODE_7_length_235505_cov_98.971705_N34	171018	171088	+
NODE_7_length_235505_cov_98.971705_N35	178222	178278	+
NODE_7_length_235505_cov_98.971705_N36	180436	180508	+
NODE_7_length_235505_cov_98.971705_N37	183422	183486	+
NODE_7_length_235505_cov_98.971705_N38	204597	204975	+
NODE_7_length_235505_cov_98.971705_N39	206313	206360	+
NODE_7_length_235505_cov_98.971705_N40	208790	208817	+
NODE_7_length_235505_cov_98.971705_N41	214886	214948	+
NODE_7_length_235505_cov_98.971705_N42	217871	218450	+
NODE_7_length_235505_cov_98.971705_N43	224912	224969	+
NODE_7_length_235505_cov_98.971705_N44	227009	227071	+
NODE_7_length_235505_cov_98.971705_N45	233506	233538	+
NODE_7_length_235505_cov_98.971705_N46	234873	235505	+
NODE_1_length_617686_cov_96.394434_N1	7032	7107	+
NODE_1_length_617686_cov_96.394434_N2	18487	18559	+
NODE_1_length_617686_cov_96.394434_N3	23476	23539	+
NODE_1_length_617686_cov_96.394434_N4	25762	26371	+
NODE_1_length_617686_cov_96.394434_N5	36080	36143	+
NODE_1_length_617686_cov_96.394434_N6	39036	39409	+
NODE_1_length_617686_cov_96.394434_N7	43353	43421	+
NODE_1_length_617686_cov_96.394434_N8	45023	45090	+
NODE_1_length_617686_cov_96.394434_N9	46996	48199	+
NODE_1_length_617686_cov_96.394434_N10	49637	49694	+
NODE_1_length_617686_cov_96.394434_N11	51026	51583	+
NODE_1_length_617686_cov_96.394434_N12	55032	55104	+
NODE_1_length_617686_cov_96.394434_N13	58153	58209	+
NODE_1_length_617686_cov_96.394434_N14	62712	63339	+
NODE_1_length_617686_cov_96.394434_N15	65385	65444	+
NODE_1_length_617686_cov_96.394434_N16	69865	70034	+
NODE_1_length_617686_cov_96.394434_N17	71714	71774	+
NODE_1_length_617686_cov_96.394434_N18	73127	73190	+
NODE_1_length_617686_cov_96.394434_N19	75081	75111	+
NODE_1_length_617686_cov_96.394434_N20	77481	77553	+
NODE_1_length_617686_cov_96.394434_N21	79339	79416	+
NODE_1_length_617686_cov_96.394434_N22	81083	83083	+
NODE_1_length_617686_cov_96.394434_N23	84623	84650	+
NODE_1_length_617686_cov_96.394434_N24	87468	87522	+
NODE_1_length_617686_cov_96.394434_N25	89749	90458	+
NODE_1_length_617686_cov_96.394434_N26	99833	100886	+
NODE_1_length_617686_cov_96.394434_N27	102638	104598	+
NODE_1_length_617686_cov_96.394434_N28	113203	113293	+
NODE_1_length_617686_cov_96.394434_N29	118060	118124	+
NODE_1_length_617686_cov_96.394434_N30	134102	134153	+
NODE_1_length_617686_cov_96.394434_N31	136139	136202	+
NODE_1_length_617686_cov_96.394434_N32	137601	143809	+
NODE_1_length_617686_cov_96.394434_N33	145300	146007	+
NODE_1_length_617686_cov_96.394434_N34	147900	147996	+
NODE_1_length_617686_cov_96.394434_N35	150529	150601	+
NODE_1_length_617686_cov_96.394434_N36	153433	154217	+
NODE_1_length_617686_cov_96.394434_N37	155683	156900	+
NODE_1_length_617686_cov_96.394434_N38	159589	161866	+
NODE_1_length_617686_cov_96.394434_N39	165663	165720	+
NODE_1_length_617686_cov_96.394434_N40	170867	172053	+
NODE_1_length_617686_cov_96.394434_N41	173422	173490	+
NODE_1_length_617686_cov_96.394434_N42	175593	175845	+
NODE_1_length_617686_cov_96.394434_N43	177929	178913	+
NODE_1_length_617686_cov_96.394434_N44	182225	182293	+
NODE_1_length_617686_cov_96.394434_N45	183407	183577	+
NODE_1_length_617686_cov_96.394434_N46	184820	184868	+
NODE_1_length_617686_cov_96.394434_N47	187093	187562	+
NODE_1_length_617686_cov_96.394434_N48	193021	193163	+
NODE_1_length_617686_cov_96.394434_N49	198944	199076	+
NODE_1_length_617686_cov_96.394434_N50	201555	201621	+
NODE_1_length_617686_cov_96.394434_N51	204440	204482	+
NODE_1_length_617686_cov_96.394434_N52	208212	208274	+
NODE_1_length_617686_cov_96.394434_N53	213491	214444	+
NODE_1_length_617686_cov_96.394434_N54	216318	216355	+
NODE_1_length_617686_cov_96.394434_N55	219761	219821	+
NODE_1_length_617686_cov_96.394434_N56	221965	223473	+
NODE_1_length_617686_cov_96.394434_N57	225208	226252	+
NODE_1_length_617686_cov_96.394434_N58	229925	229966	+
NODE_1_length_617686_cov_96.394434_N59	231697	231759	+
NODE_1_length_617686_cov_96.394434_N60	234825	234919	+
NODE_1_length_617686_cov_96.394434_N61	237877	237941	+
NODE_1_length_617686_cov_96.394434_N62	239068	239126	+
NODE_1_length_617686_cov_96.394434_N63	241910	242386	+
NODE_1_length_617686_cov_96.394434_N64	244891	245227	+
NODE_1_length_617686_cov_96.394434_N65	247748	248249	+
NODE_1_length_617686_cov_96.394434_N66	251839	252298	+
NODE_1_length_617686_cov_96.394434_N67	253508	253858	+
NODE_1_length_617686_cov_96.394434_N68	255742	256927	+
NODE_1_length_617686_cov_96.394434_N69	258646	258704	+
NODE_1_length_617686_cov_96.394434_N70	261892	261958	+
NODE_1_length_617686_cov_96.394434_N71	263413	264683	+
NODE_1_length_617686_cov_96.394434_N72	277008	277122	+
NODE_1_length_617686_cov_96.394434_N73	278689	279779	+
NODE_1_length_617686_cov_96.394434_N74	282843	283084	+
NODE_1_length_617686_cov_96.394434_N75	285524	285587	+
NODE_1_length_617686_cov_96.394434_N76	290128	291467	+
NODE_1_length_617686_cov_96.394434_N77	295243	295304	+
NODE_1_length_617686_cov_96.394434_N78	299665	300812	+
NODE_1_length_617686_cov_96.394434_N79	303806	306110	+
NODE_1_length_617686_cov_96.394434_N80	308795	308983	+
NODE_1_length_617686_cov_96.394434_N81	310594	310653	+
NODE_1_length_617686_cov_96.394434_N82	311976	313150	+
NODE_1_length_617686_cov_96.394434_N83	322510	322575	+
NODE_1_length_617686_cov_96.394434_N84	324779	325749	+
NODE_1_length_617686_cov_96.394434_N85	329248	329857	+
NODE_1_length_617686_cov_96.394434_N86	333895	335499	+
NODE_1_length_617686_cov_96.394434_N87	339064	340175	+
NODE_1_length_617686_cov_96.394434_N88	341436	342379	+
NODE_1_length_617686_cov_96.394434_N89	346129	346518	+
NODE_1_length_617686_cov_96.394434_N90	350898	350942	+
NODE_1_length_617686_cov_96.394434_N91	353776	353840	+
NODE_1_length_617686_cov_96.394434_N92	356244	356334	+
NODE_1_length_617686_cov_96.394434_N93	357750	357828	+
NODE_1_length_617686_cov_96.394434_N94	360548	360893	+
NODE_1_length_617686_cov_96.394434_N95	365079	365191	+
NODE_1_length_617686_cov_96.394434_N96	366836	366865	+
NODE_1_length_617686_cov_96.394434_N97	368031	368219	+
NODE_1_length_617686_cov_96.394434_N98	370640	371392	+
NODE_1_length_617686_cov_96.394434_N99	372698	372778	+
NODE_1_length_617686_cov_96.394434_N100	374007	374069	+
NODE_1_length_617686_cov_96.394434_N101	376800	377192	+
NODE_1_length_617686_cov_96.394434_N102	378479	379416	+
NODE_1_length_617686_cov_96.394434_N103	380728	381901	+
NODE_1_length_617686_cov_96.394434_N104	385341	385380	+
NODE_1_length_617686_cov_96.394434_N105	386909	388539	+
NODE_1_length_617686_cov_96.394434_N106	390347	390407	+
NODE_1_length_617686_cov_96.394434_N107	392634	393690	+
NODE_1_length_617686_cov_96.394434_N108	394958	395702	+
NODE_1_length_617686_cov_96.394434_N109	399701	399730	+
NODE_1_length_617686_cov_96.394434_N110	411212	411265	+
NODE_1_length_617686_cov_96.394434_N111	413939	414009	+
NODE_1_length_617686_cov_96.394434_N112	415539	416346	+
NODE_1_length_617686_cov_96.394434_N113	418434	418519	+
NODE_1_length_617686_cov_96.394434_N114	420219	420281	+
NODE_1_length_617686_cov_96.394434_N115	423720	423771	+
NODE_1_length_617686_cov_96.394434_N116	427201	428340	+
NODE_1_length_617686_cov_96.394434_N117	430779	430841	+
NODE_1_length_617686_cov_96.394434_N118	435265	436482	+
NODE_1_length_617686_cov_96.394434_N119	440954	441003	+
NODE_1_length_617686_cov_96.394434_N120	445338	445781	+
NODE_1_length_617686_cov_96.394434_N121	447139	447215	+
NODE_1_length_617686_cov_96.394434_N122	448604	448667	+
NODE_1_length_617686_cov_96.394434_N123	453457	453514	+
NODE_1_length_617686_cov_96.394434_N124	456554	456833	+
NODE_1_length_617686_cov_96.394434_N125	458817	458932	+
NODE_1_length_617686_cov_96.394434_N126	461225	463332	+
NODE_1_length_617686_cov_96.394434_N127	466144	466209	+
NODE_1_length_617686_cov_96.394434_N128	467600	467659	+
NODE_1_length_617686_cov_96.394434_N129	473599	477149	+
NODE_1_length_617686_cov_96.394434_N130	478630	479917	+
NODE_1_length_617686_cov_96.394434_N131	485035	486096	+
NODE_1_length_617686_cov_96.394434_N132	489569	490436	+
NODE_1_length_617686_cov_96.394434_N133	493833	494166	+
NODE_1_length_617686_cov_96.394434_N134	495873	495934	+
NODE_1_length_617686_cov_96.394434_N135	497241	498373	+
NODE_1_length_617686_cov_96.394434_N136	499583	505156	+
NODE_1_length_617686_cov_96.394434_N137	508055	508140	+
NODE_1_length_617686_cov_96.394434_N138	509275	509338	+
NODE_1_length_617686_cov_96.394434_N139	513709	523005	+
NODE_1_length_617686_cov_96.394434_N140	524770	525625	+
NODE_1_length_617686_cov_96.394434_N141	528131	528213	+
NODE_1_length_617686_cov_96.394434_N142	529609	531476	+
NODE_1_length_617686_cov_96.394434_N143	532620	533830	+
NODE_1_length_617686_cov_96.394434_N144	535211	536186	+
NODE_1_length_617686_cov_96.394434_N145	537814	537931	+
NODE_1_length_617686_cov_96.394434_N146	539111	542239	+
NODE_1_length_617686_cov_96.394434_N147	544004	545459	+
NODE_1_length_617686_cov_96.394434_N148	547096	550331	+
NODE_1_length_617686_cov_96.394434_N149	551825	554848	+
NODE_1_length_617686_cov_96.394434_N150	556036	556088	+
NODE_1_length_617686_cov_96.394434_N151	558097	558160	+
NODE_1_length_617686_cov_96.394434_N152	559497	559800	+
NODE_1_length_617686_cov_96.394434_N153	563466	564341	+
NODE_1_length_617686_cov_96.394434_N154	566027	568274	+
NODE_1_length_617686_cov_96.394434_N155	570629	570701	+
NODE_1_length_617686_cov_96.394434_N156	571861	574779	+
NODE_1_length_617686_cov_96.394434_N157	576666	578206	+
NODE_1_length_617686_cov_96.394434_N158	579919	579970	+
NODE_1_length_617686_cov_96.394434_N159	582153	582209	+
NODE_1_length_617686_cov_96.394434_N160	584532	584958	+
NODE_1_length_617686_cov_96.394434_N161	591107	594292	+
NODE_1_length_617686_cov_96.394434_N162	595836	595919	+
NODE_1_length_617686_cov_96.394434_N163	599005	599687	+
NODE_1_length_617686_cov_96.394434_N164	604507	605477	+
NODE_1_length_617686_cov_96.394434_N165	607056	607135	+
NODE_1_length_617686_cov_96.394434_N166	610113	610178	+
NODE_1_length_617686_cov_96.394434_N167	612775	612849	+
NODE_1_length_617686_cov_96.394434_N168	615575	615634	+
NODE_1_length_617686_cov_96.394434_N169	616944	617686	+
NODE_30_length_66618_cov_85.452768_N1	1	1385	+
NODE_30_length_66618_cov_85.452768_N2	4314	4404	+
NODE_30_length_66618_cov_85.452768_N3	5701	6492	+
NODE_30_length_66618_cov_85.452768_N4	7689	8298	+
NODE_30_length_66618_cov_85.452768_N5	9548	11849	+
NODE_30_length_66618_cov_85.452768_N6	13110	13721	+
NODE_30_length_66618_cov_85.452768_N7	15205	15276	+
NODE_30_length_66618_cov_85.452768_N8	16952	18044	+
NODE_30_length_66618_cov_85.452768_N9	19298	19429	+
NODE_30_length_66618_cov_85.452768_N10	21004	21517	+
NODE_30_length_66618_cov_85.452768_N11	22797	28252	+
NODE_30_length_66618_cov_85.452768_N12	33201	35054	+
NODE_30_length_66618_cov_85.452768_N13	36560	36631	+
NODE_30_length_66618_cov_85.452768_N14	38190	38277	+
NODE_30_length_66618_cov_85.452768_N15	46358	47485	+
NODE_30_length_66618_cov_85.452768_N16	50238	50298	+
NODE_30_length_66618_cov_85.452768_N17	51568	52408	+
NODE_30_length_66618_cov_85.452768_N18	55000	55728	+
NODE_30_length_66618_cov_85.452768_N19	57315	57616	+
NODE_30_length_66618_cov_85.452768_N20	59656	59937	+
NODE_30_length_66618_cov_85.452768_N21	61968	64095	+
NODE_30_length_66618_cov_85.452768_N22	66236	66618	+
NODE_4_length_362212_cov_89.454244_N1	1	108	+
NODE_4_length_362212_cov_89.454244_N2	3328	4690	+
NODE_4_length_362212_cov_89.454244_N3	6435	6508	+
NODE_4_length_362212_cov_89.454244_N4	11164	11898	+
NODE_4_length_362212_cov_89.454244_N5	14566	14714	+
NODE_4_length_362212_cov_89.454244_N6	15821	15873	+
NODE_4_length_362212_cov_89.454244_N7	19865	19964	+
NODE_4_length_362212_cov_89.454244_N8	27821	29569	+
NODE_4_length_362212_cov_89.454244_N9	31584	31745	+
NODE_4_length_362212_cov_89.454244_N10	34083	34151	+
NODE_4_length_362212_cov_89.454244_N11	38356	38422	+
NODE_4_length_362212_cov_89.454244_N12	40019	41559	+
NODE_4_length_362212_cov_89.454244_N13	43091	43151	+
NODE_4_length_362212_cov_89.454244_N14	45865	45917	+
NODE_4_length_362212_cov_89.454244_N15	49321	49404	+
NODE_4_length_362212_cov_89.454244_N16	51289	51369	+
NODE_4_length_362212_cov_89.454244_N17	52880	55942	+
NODE_4_length_362212_cov_89.454244_N18	57989	58561	+
NODE_4_length_362212_cov_89.454244_N19	59664	59757	+
NODE_4_length_362212_cov_89.454244_N20	60938	61002	+
NODE_4_length_362212_cov_89.454244_N21	64167	64663	+
NODE_4_length_362212_cov_89.454244_N22	67594	67684	+
NODE_4_length_362212_cov_89.454244_N23	74024	74107	+
NODE_4_length_362212_cov_89.454244_N24	79878	79943	+
NODE_4_length_362212_cov_89.454244_N25	81788	82261	+
NODE_4_length_362212_cov_89.454244_N26	86550	88152	+
NODE_4_length_362212_cov_89.454244_N27	92323	93141	+
NODE_4_length_362212_cov_89.454244_N28	105215	105281	+
NODE_4_length_362212_cov_89.454244_N29	110475	110640	+
